observation_id,date,year,month,season,location_x,location_y,true_stability,observed_stability,measurement_error,observer_id,observer_name,observer_experience,instrument_type,weather_conditions,days_since_last_survey,drift_detected,drift_direction,drift_magnitude_m,confidence_rating,notes
OBS0138,1848-11-04,1848,11,autumn,47.64,59.56,0.0,0.028,0.0278,MAP011,Old Tunney,40,theodolite,clear,365,False,none,0.0,0.87,"Ground feels unsafe, densmuck visible"
OBS0139,1848-11-09,1848,11,autumn,31.82,75.35,0.919,0.949,0.0302,MAP011,Old Tunney,40,theodolite,clear,820,True,S,4.0,0.95,"Solid ground, safe for building; boundary appears to have shifted since last survey"
OBS0140,1848-12-08,1848,12,winter,74.25,55.67,0.472,0.436,-0.0359,MAP011,Old Tunney,40,theodolite,clear,455,True,W,2.0,0.94,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0141,1848-12-06,1848,12,winter,50.86,22.23,0.675,0.668,-0.0072,MAP007,Sister Kalma,12,theodolite,clear,210,True,N,3.6,0.59,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0142,1849-01-12,1849,1,winter,31.74,42.62,0.302,0.359,0.0571,MAP003,Corra Venst,15,theodolite,clear,365,False,none,0.0,0.63,"Soft ground, footprints sink deep"
OBS0143,1849-01-21,1849,1,winter,41.66,31.45,0.304,0.218,-0.0861,MAP003,Corra Venst,15,theodolite,fog,730,False,none,0.0,0.3,"Soft ground, footprints sink deep; visibility poor"
OBS0144,1849-01-02,1849,1,winter,66.01,34.4,0.618,0.631,0.0134,MAP011,Old Tunney,40,theodolite,clear,365,False,none,0.0,0.93,Mostly firm ground with soft patches
OBS0145,1849-02-20,1849,2,winter,64.03,47.14,0.0,0.0,0.0,MAP001,Ferrick Mol,22,theodolite,fog,1035,False,none,0.0,0.31,"Ground feels unsafe, densmuck visible; visibility poor"
OBS0146,1849-03-24,1849,3,spring,34.91,48.08,0.089,0.0,-0.0892,MAP013,Karvo the Silent,6,pacing,clear,945,True,E,2.6,0.62,"Ground feels unsafe, densmuck visible; boundary appears to have shifted since last survey"
OBS0147,1849-03-02,1849,3,spring,31.19,29.68,0.789,0.772,-0.0175,MAP012,Grit-Eye Salla,10,measuring_rod,clear,185,True,N,2.6,0.56,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0148,1849-03-22,1849,3,spring,72.03,31.13,1.0,0.991,-0.009,MAP015,Missus Hollow,28,theodolite,overcast,365,False,none,0.0,0.66,"Solid ground, safe for building"
OBS0149,1849-04-08,1849,4,spring,61.62,72.77,0.557,0.541,-0.0157,MAP009,Marga Denside,18,theodolite,clear,520,True,S,3.3,0.63,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0150,1849-04-18,1849,4,spring,38.07,79.29,1.0,1.0,0.0,MAP015,Missus Hollow,28,theodolite,clear,520,False,none,0.0,0.68,"Solid ground, safe for building"
OBS0151,1849-05-02,1849,5,spring,52.04,22.29,0.704,0.695,-0.0098,MAP003,Corra Venst,15,theodolite,clear,245,False,none,0.0,0.72,Mostly firm ground with soft patches
OBS0152,1849-05-07,1849,5,spring,45.64,66.45,0.282,0.261,-0.0206,MAP004,The Pickbox Man,35,theodolite,clear,275,True,N,1.0,0.89,"Soft ground, footprints sink deep; boundary appears to have shifted since last survey"
OBS0153,1849-06-06,1849,6,summer,65.29,32.83,0.673,0.688,0.0143,MAP004,The Pickbox Man,35,theodolite,clear,1490,True,N,2.8,0.8,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0154,1849-07-22,1849,7,summer,42.03,65.13,0.189,0.12,-0.0692,MAP012,Grit-Eye Salla,10,measuring_rod,overcast,1275,False,none,0.0,0.37,"Ground feels unsafe, densmuck visible"
OBS0155,1849-07-28,1849,7,summer,24.35,38.14,0.902,0.847,-0.0545,MAP003,Corra Venst,15,theodolite,overcast,365,False,none,0.0,0.54,"Solid ground, safe for building"
OBS0156,1849-07-28,1849,7,summer,45.7,66.29,0.271,0.254,-0.0169,MAP001,Ferrick Mol,22,theodolite,clear,60,False,none,0.0,0.68,"Soft ground, footprints sink deep"
OBS0157,1849-08-26,1849,8,summer,41.72,23.09,0.854,0.872,0.0181,MAP011,Old Tunney,40,theodolite,clear,365,False,none,0.0,0.88,"Solid ground, safe for building"
OBS0158,1849-08-17,1849,8,summer,23.03,48.22,0.871,0.808,-0.0636,MAP009,Marga Denside,18,theodolite,clear,365,False,none,0.0,0.67,"Solid ground, safe for building"
OBS0159,1849-08-08,1849,8,summer,23.07,48.16,0.87,0.673,-0.1971,MAP002,Young Bastian,3,measuring_rod,fog,0,False,none,0.0,0.21,Mostly firm ground with soft patches; visibility poor
OBS0160,1849-08-11,1849,8,summer,60.08,56.72,0.0,0.0,0.0,MAP001,Ferrick Mol,22,theodolite,clear,610,False,none,0.0,0.67,"Ground feels unsafe, densmuck visible"
OBS0161,1849-08-08,1849,8,summer,57.56,30.51,0.181,0.194,0.0129,MAP003,Corra Venst,15,theodolite,clear,1640,True,S,1.2,0.61,"Ground feels unsafe, densmuck visible; boundary appears to have shifted since last survey"
OBS0162,1849-08-09,1849,8,summer,41.71,22.97,0.859,0.807,-0.0518,MAP009,Marga Denside,18,theodolite,rain,0,False,none,0.0,0.41,"Solid ground, safe for building; rain affecting measurements"
OBS0163,1849-09-16,1849,9,autumn,74.19,55.82,0.492,0.554,0.0613,MAP009,Marga Denside,18,theodolite,clear,275,True,E,1.0,0.77,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0164,1849-09-08,1849,9,autumn,71.74,48.23,0.325,0.294,-0.0316,MAP001,Ferrick Mol,22,theodolite,clear,365,False,none,0.0,0.73,"Soft ground, footprints sink deep"
OBS0165,1849-10-07,1849,10,autumn,62.91,21.47,0.893,0.777,-0.1155,MAP001,Ferrick Mol,22,theodolite,fog,365,False,none,0.0,0.34,Mostly firm ground with soft patches; visibility poor; conditions made precise measurement difficult
OBS0166,1849-10-11,1849,10,autumn,73.13,52.08,0.358,0.323,-0.0345,MAP011,Old Tunney,40,theodolite,clear,1035,False,none,0.0,0.91,"Soft ground, footprints sink deep"
OBS0167,1849-10-20,1849,10,autumn,35.67,44.94,0.106,0.123,0.0163,MAP009,Marga Denside,18,theodolite,overcast,1730,False,none,0.0,0.53,"Ground feels unsafe, densmuck visible"
OBS0168,1849-10-01,1849,10,autumn,31.58,65.55,0.331,0.398,0.0676,MAP003,Corra Venst,15,theodolite,clear,760,True,E,1.2,0.63,"Soft ground, footprints sink deep; boundary appears to have shifted since last survey"
OBS0169,1849-11-10,1849,11,autumn,32.05,22.53,1.0,0.992,-0.008,MAP001,Ferrick Mol,22,theodolite,clear,1215,False,none,0.0,0.68,"Solid ground, safe for building"
OBS0170,1849-11-13,1849,11,autumn,54.66,78.28,0.874,0.858,-0.0165,MAP011,Old Tunney,40,theodolite,overcast,365,False,none,0.0,0.69,"Solid ground, safe for building"
OBS0171,1849-11-02,1849,11,autumn,25.48,61.17,0.559,0.538,-0.0209,MAP011,Old Tunney,40,theodolite,clear,365,False,none,0.0,0.93,"Transition zone, patchy stability"
OBS0172,1849-11-20,1849,11,autumn,60.55,19.39,0.89,0.853,-0.0374,MAP003,Corra Venst,15,theodolite,clear,365,False,none,0.0,0.55,"Solid ground, safe for building"
OBS0173,1849-11-25,1849,11,autumn,47.46,59.76,0.0,0.0,0.0,MAP006,Drogan Pol,5,pacing,clear,365,False,none,0.0,0.61,"Ground feels unsafe, densmuck visible"
OBS0174,1849-12-28,1849,12,winter,30.11,60.08,0.196,0.176,-0.02,MAP011,Old Tunney,40,theodolite,overcast,730,True,E,1.4,0.79,"Ground feels unsafe, densmuck visible; boundary appears to have shifted since last survey"
OBS0175,1849-12-04,1849,12,winter,74.23,55.34,0.449,0.476,0.0265,MAP001,Ferrick Mol,22,theodolite,clear,365,False,none,0.0,0.77,"Transition zone, patchy stability"
OBS0176,1849-12-17,1849,12,winter,41.56,23.03,0.842,0.807,-0.035,MAP003,Corra Venst,15,theodolite,overcast,120,False,none,0.0,0.48,"Solid ground, safe for building"
OBS0177,1849-12-06,1849,12,winter,55.13,23.16,0.575,0.554,-0.021,MAP007,Sister Kalma,12,theodolite,overcast,665,True,S,2.6,0.53,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0178,1849-12-18,1849,12,winter,39.85,73.73,0.81,0.745,-0.0652,MAP010,Pennick Harvor,7,measuring_rod,overcast,940,True,S,2.0,0.42,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0179,1850-01-05,1850,1,winter,42.65,89.37,1.0,1.0,0.0,MAP015,Missus Hollow,28,theodolite,clear,1615,False,none,0.0,0.77,"Solid ground, safe for building"
OBS0180,1850-01-18,1850,1,winter,66.07,34.52,0.606,0.615,0.0087,MAP009,Marga Denside,18,theodolite,clear,365,False,none,0.0,0.66,Mostly firm ground with soft patches
OBS0181,1850-01-20,1850,1,winter,54.6,17.0,0.908,0.881,-0.0266,MAP011,Old Tunney,40,theodolite,clear,365,False,none,0.0,0.92,"Solid ground, safe for building"
OBS0182,1850-02-25,1850,2,winter,13.32,51.63,1.0,0.929,-0.0713,MAP011,Old Tunney,40,theodolite,fog,1065,False,none,0.0,0.26,"Solid ground, safe for building; visibility poor"
OBS0183,1850-02-21,1850,2,winter,66.45,54.28,0.0,0.243,0.243,MAP013,Karvo the Silent,6,pacing,clear,365,False,none,0.0,0.66,"Soft ground, footprints sink deep"
OBS0184,1850-03-14,1850,3,spring,44.89,35.84,0.0,0.016,0.0162,MAP015,Missus Hollow,28,theodolite,clear,365,False,none,0.0,0.81,"Ground feels unsafe, densmuck visible"
OBS0185,1850-03-19,1850,3,spring,52.72,69.2,0.206,0.176,-0.0306,MAP003,Corra Venst,15,theodolite,overcast,365,False,none,0.0,0.49,"Ground feels unsafe, densmuck visible"
OBS0186,1850-03-02,1850,3,spring,35.57,73.11,0.748,0.766,0.0171,MAP001,Ferrick Mol,22,theodolite,overcast,975,True,S,4.8,0.6,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0187,1850-03-01,1850,3,spring,46.95,72.4,0.591,0.588,-0.0026,MAP011,Old Tunney,40,theodolite,overcast,700,True,S,2.0,0.71,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0188,1850-04-08,1850,4,spring,52.63,69.4,0.219,0.015,-0.2047,MAP006,Drogan Pol,5,pacing,overcast,30,False,none,0.0,0.46,"Ground feels unsafe, densmuck visible"
OBS0189,1850-04-20,1850,4,spring,33.88,34.38,0.377,0.333,-0.0443,MAP001,Ferrick Mol,22,theodolite,rain,365,False,none,0.0,0.36,"Soft ground, footprints sink deep; rain affecting measurements"
OBS0190,1850-05-08,1850,5,spring,50.68,69.01,0.332,0.325,-0.0076,MAP007,Sister Kalma,12,theodolite,fog,365,False,none,0.0,0.21,"Soft ground, footprints sink deep; visibility poor"
OBS0191,1850-05-19,1850,5,spring,31.6,42.87,0.361,0.294,-0.0667,MAP002,Young Bastian,3,measuring_rod,overcast,485,True,W,2.9,0.5,"Soft ground, footprints sink deep; boundary appears to have shifted since last survey"
OBS0192,1850-05-15,1850,5,spring,73.98,58.12,0.575,0.718,0.1426,MAP012,Grit-Eye Salla,10,measuring_rod,overcast,550,True,E,1.5,0.53,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0193,1850-06-08,1850,6,summer,42.77,89.46,1.0,0.807,-0.1931,MAP013,Karvo the Silent,6,pacing,fog,150,False,none,0.0,0.2,"Solid ground, safe for building; visibility poor"
OBS0194,1850-06-23,1850,6,summer,32.14,22.71,1.0,1.0,0.0,MAP004,The Pickbox Man,35,theodolite,rain,215,False,none,0.0,0.45,"Solid ground, safe for building; rain affecting measurements"
OBS0195,1850-06-03,1850,6,summer,62.4,72.76,0.684,0.706,0.0214,MAP003,Corra Venst,15,theodolite,overcast,365,False,none,0.0,0.5,Mostly firm ground with soft patches
OBS0196,1850-07-24,1850,7,summer,87.37,54.83,1.0,0.688,-0.3118,MAP002,Young Bastian,3,measuring_rod,rain,760,False,none,0.0,0.35,Mostly firm ground with soft patches; rain affecting measurements
OBS0197,1850-07-02,1850,7,summer,54.65,78.43,0.902,0.877,-0.0252,MAP009,Marga Denside,18,theodolite,clear,245,True,N,1.4,0.76,"Solid ground, safe for building; boundary appears to have shifted since last survey"
OBS0198,1850-07-12,1850,7,summer,73.84,29.56,1.0,1.0,0.0,MAP011,Old Tunney,40,theodolite,clear,850,False,none,0.0,0.93,"Solid ground, safe for building"
OBS0199,1850-08-01,1850,8,summer,62.36,72.66,0.646,0.668,0.0215,MAP001,Ferrick Mol,22,theodolite,overcast,60,True,S,1.9,0.55,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0200,1850-08-04,1850,8,summer,22.73,51.78,0.846,0.888,0.0424,MAP004,The Pickbox Man,35,theodolite,clear,790,True,E,1.5,0.82,"Solid ground, safe for building; boundary appears to have shifted since last survey"
OBS0201,1850-08-27,1850,8,summer,36.63,46.87,0.0,0.059,0.0589,MAP001,Ferrick Mol,22,theodolite,rain,850,False,none,0.0,0.42,"Ground feels unsafe, densmuck visible; rain affecting measurements"
OBS0202,1850-09-17,1850,9,autumn,33.84,34.11,0.48,0.475,-0.0045,MAP003,Corra Venst,15,theodolite,clear,150,True,W,5.1,0.72,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0203,1850-09-28,1850,9,autumn,76.21,66.31,0.913,0.931,0.018,MAP015,Missus Hollow,28,theodolite,clear,1095,True,W,4.4,0.82,"Solid ground, safe for building; boundary appears to have shifted since last survey"
OBS0204,1850-10-24,1850,10,autumn,64.49,68.73,0.489,0.465,-0.0248,MAP011,Old Tunney,40,theodolite,overcast,820,True,S,1.2,0.85,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0205,1850-11-27,1850,11,autumn,17.75,41.07,1.0,1.0,0.0,MAP004,The Pickbox Man,35,theodolite,rain,365,False,none,0.0,0.55,"Solid ground, safe for building; rain affecting measurements"
OBS0206,1850-11-16,1850,11,autumn,74.01,55.57,0.424,0.474,0.0495,MAP015,Missus Hollow,28,theodolite,overcast,425,True,W,3.4,0.66,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0207,1850-12-12,1850,12,winter,54.52,16.98,0.908,0.801,-0.1078,MAP010,Pennick Harvor,7,measuring_rod,overcast,330,False,none,0.0,0.44,"Solid ground, safe for building"
OBS0208,1851-01-19,1851,1,winter,59.87,59.34,0.0,0.042,0.0417,MAP004,The Pickbox Man,35,theodolite,clear,1005,False,none,0.0,0.84,"Ground feels unsafe, densmuck visible"
OBS0209,1851-02-22,1851,2,winter,34.8,47.99,0.084,0.0,-0.0843,MAP008,Hoff the Younger,2,pacing,fog,700,False,none,0.0,0.13,"Ground feels unsafe, densmuck visible; visibility poor"
OBS0210,1851-02-03,1851,2,winter,76.33,66.33,0.879,0.838,-0.0412,MAP004,The Pickbox Man,35,theodolite,clear,155,True,W,1.7,0.72,"Solid ground, safe for building; boundary appears to have shifted since last survey"
OBS0211,1851-03-01,1851,3,spring,76.11,30.34,1.0,1.0,0.0,MAP013,Karvo the Silent,6,pacing,clear,1430,False,none,0.0,0.57,"Solid ground, safe for building"
OBS0212,1851-03-17,1851,3,spring,31.52,75.23,0.886,0.87,-0.0169,MAP004,The Pickbox Man,35,theodolite,clear,855,True,S,1.6,0.89,"Solid ground, safe for building; boundary appears to have shifted since last survey"
OBS0213,1851-04-13,1851,4,spring,42.04,69.64,0.414,0.434,0.0202,MAP011,Old Tunney,40,theodolite,clear,365,False,none,0.0,0.9,"Transition zone, patchy stability"
OBS0214,1851-05-17,1851,5,spring,77.76,41.66,0.921,0.954,0.0324,MAP015,Missus Hollow,28,theodolite,overcast,365,False,none,0.0,0.68,"Solid ground, safe for building"
OBS0215,1851-05-15,1851,5,spring,39.85,73.68,0.833,0.801,-0.0322,MAP011,Old Tunney,40,theodolite,rain,520,True,N,1.2,0.51,"Solid ground, safe for building; rain affecting measurements; boundary appears to have shifted since last survey"
OBS0216,1851-05-09,1851,5,spring,47.07,72.4,0.688,0.561,-0.1263,MAP006,Drogan Pol,5,pacing,clear,425,True,N,4.8,0.63,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0217,1851-05-28,1851,5,spring,45.89,19.1,0.919,0.928,0.0095,MAP001,Ferrick Mol,22,theodolite,overcast,2190,True,N,4.1,0.64,"Solid ground, safe for building; boundary appears to have shifted since last survey"
OBS0218,1851-05-17,1851,5,spring,71.54,58.29,0.394,0.356,-0.0381,MAP015,Missus Hollow,28,theodolite,clear,1490,True,E,3.7,0.79,"Soft ground, footprints sink deep; boundary appears to have shifted since last survey"
OBS0219,1851-06-18,1851,6,summer,42.1,40.11,0.0,0.015,0.0151,MAP011,Old Tunney,40,theodolite,overcast,1215,False,none,0.0,0.79,"Ground feels unsafe, densmuck visible"
OBS0220,1851-06-03,1851,6,summer,78.88,64.65,1.0,1.0,0.0,MAP004,The Pickbox Man,35,theodolite,rain,365,False,none,0.0,0.46,"Solid ground, safe for building; rain affecting measurements"
OBS0221,1851-06-01,1851,6,summer,47.65,59.69,0.0,0.176,0.1762,MAP010,Pennick Harvor,7,measuring_rod,clear,945,False,none,0.0,0.61,"Ground feels unsafe, densmuck visible"
OBS0222,1851-07-11,1851,7,summer,61.9,36.22,0.263,0.323,0.0599,MAP003,Corra Venst,15,theodolite,clear,1675,False,none,0.0,0.72,"Soft ground, footprints sink deep"
OBS0223,1851-07-20,1851,7,summer,65.28,43.92,0.195,0.138,-0.0569,MAP004,The Pickbox Man,35,theodolite,overcast,1855,True,W,2.7,0.77,"Ground feels unsafe, densmuck visible; boundary appears to have shifted since last survey"
OBS0224,1851-07-27,1851,7,summer,76.01,30.13,1.0,0.987,-0.0126,MAP011,Old Tunney,40,theodolite,clear,120,False,none,0.0,0.9,"Solid ground, safe for building"
OBS0225,1851-08-10,1851,8,summer,16.3,66.46,1.0,0.988,-0.0118,MAP003,Corra Venst,15,theodolite,clear,365,False,none,0.0,0.73,"Solid ground, safe for building"
OBS0226,1851-08-09,1851,8,summer,32.02,22.76,1.0,1.0,0.0,MAP005,Ulla Grent,8,measuring_rod,clear,425,False,none,0.0,0.58,"Solid ground, safe for building"
OBS0227,1851-09-02,1851,9,autumn,77.92,41.58,0.915,0.896,-0.0198,MAP003,Corra Venst,15,theodolite,clear,120,False,none,0.0,0.7,"Solid ground, safe for building"
OBS0228,1851-09-04,1851,9,autumn,71.76,48.25,0.305,0.337,0.0321,MAP009,Marga Denside,18,theodolite,overcast,730,True,W,1.0,0.54,"Soft ground, footprints sink deep; boundary appears to have shifted since last survey"
OBS0229,1851-09-17,1851,9,autumn,78.07,43.36,0.885,0.868,-0.0174,MAP015,Missus Hollow,28,theodolite,clear,365,False,none,0.0,0.81,"Solid ground, safe for building"
OBS0230,1851-09-28,1851,9,autumn,42.18,65.4,0.171,0.111,-0.0597,MAP010,Pennick Harvor,7,measuring_rod,overcast,790,False,none,0.0,0.41,"Ground feels unsafe, densmuck visible"
OBS0231,1851-10-17,1851,10,autumn,54.66,78.59,0.889,0.877,-0.0121,MAP015,Missus Hollow,28,theodolite,clear,455,False,none,0.0,0.79,"Solid ground, safe for building"
OBS0232,1851-10-12,1851,10,autumn,76.08,30.07,1.0,1.0,0.0,MAP015,Missus Hollow,28,theodolite,clear,90,False,none,0.0,0.78,"Solid ground, safe for building"
OBS0233,1851-10-15,1851,10,autumn,57.52,30.5,0.166,0.234,0.0685,MAP005,Ulla Grent,8,measuring_rod,clear,790,False,none,0.0,0.54,"Soft ground, footprints sink deep"
OBS0234,1851-10-19,1851,10,autumn,31.36,65.81,0.334,0.323,-0.011,MAP010,Pennick Harvor,7,measuring_rod,rain,730,False,none,0.0,0.33,"Soft ground, footprints sink deep; rain affecting measurements"
OBS0235,1851-11-13,1851,11,autumn,25.65,46.46,0.714,0.71,-0.0045,MAP015,Missus Hollow,28,theodolite,clear,1885,True,E,3.6,0.83,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0236,1851-11-22,1851,11,autumn,39.96,73.64,0.788,0.831,0.0428,MAP001,Ferrick Mol,22,theodolite,clear,180,True,S,2.2,0.77,"Solid ground, safe for building; boundary appears to have shifted since last survey"
OBS0237,1851-11-25,1851,11,autumn,47.4,59.59,0.0,0.0,0.0,MAP005,Ulla Grent,8,measuring_rod,rain,730,False,none,0.0,0.29,"Ground feels unsafe, densmuck visible; rain affecting measurements"
OBS0238,1851-11-01,1851,11,autumn,71.68,34.07,0.897,0.918,0.0211,MAP004,The Pickbox Man,35,theodolite,clear,1490,True,W,1.1,0.88,"Solid ground, safe for building; boundary appears to have shifted since last survey"
OBS0239,1851-11-02,1851,11,autumn,33.93,37.03,0.28,0.299,0.0187,MAP011,Old Tunney,40,theodolite,overcast,1975,True,E,5.6,0.77,"Soft ground, footprints sink deep; boundary appears to have shifted since last survey"
OBS0240,1851-12-28,1851,12,winter,61.94,22.53,0.799,0.609,-0.1902,MAP006,Drogan Pol,5,pacing,clear,365,False,none,0.0,0.53,Mostly firm ground with soft patches
OBS0241,1852-01-28,1852,1,winter,66.49,41.48,0.314,0.344,0.0301,MAP001,Ferrick Mol,22,theodolite,overcast,2345,True,W,6.6,0.65,"Soft ground, footprints sink deep; boundary appears to have shifted since last survey"
OBS0242,1852-01-14,1852,1,winter,49.71,74.33,0.694,0.719,0.0254,MAP004,The Pickbox Man,35,theodolite,clear,365,False,none,0.0,0.82,Mostly firm ground with soft patches
OBS0243,1852-02-21,1852,2,winter,44.72,61.56,0.0,0.002,0.0021,MAP004,The Pickbox Man,35,theodolite,overcast,365,False,none,0.0,0.72,"Ground feels unsafe, densmuck visible"
OBS0244,1852-03-28,1852,3,spring,72.06,48.07,0.25,0.221,-0.0295,MAP011,Old Tunney,40,theodolite,clear,185,True,W,2.7,0.94,"Soft ground, footprints sink deep; boundary appears to have shifted since last survey"
OBS0245,1852-03-18,1852,3,spring,67.98,52.81,0.0,0.02,0.0198,MAP009,Marga Denside,18,theodolite,overcast,1795,False,none,0.0,0.54,"Ground feels unsafe, densmuck visible"
OBS0246,1852-03-22,1852,3,spring,31.45,70.48,0.588,0.554,-0.0344,MAP003,Corra Venst,15,theodolite,overcast,2345,True,S,7.5,0.54,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0247,1852-04-09,1852,4,spring,73.96,29.48,1.0,0.984,-0.0161,MAP001,Ferrick Mol,22,theodolite,fog,640,False,none,0.0,0.3,"Solid ground, safe for building; visibility poor"
OBS0248,1852-04-24,1852,4,spring,31.6,65.61,0.232,0.076,-0.1566,MAP015,Missus Hollow,28,theodolite,fog,185,True,E,5.1,0.25,"Ground feels unsafe, densmuck visible; visibility poor; boundary appears to have shifted since last survey; conditions made precise measurement difficult"
OBS0249,1852-05-11,1852,5,spring,69.49,50.72,0.145,0.115,-0.0304,MAP004,The Pickbox Man,35,theodolite,rain,365,False,none,0.0,0.43,"Ground feels unsafe, densmuck visible; rain affecting measurements"
OBS0250,1852-05-07,1852,5,spring,41.93,31.52,0.317,0.317,-0.0001,MAP004,The Pickbox Man,35,theodolite,clear,1215,False,none,0.0,0.8,"Soft ground, footprints sink deep"
OBS0251,1852-05-05,1852,5,spring,46.97,72.5,0.686,0.641,-0.0448,MAP002,Young Bastian,3,measuring_rod,overcast,365,False,none,0.0,0.46,Mostly firm ground with soft patches
OBS0252,1852-06-22,1852,6,summer,27.0,17.49,1.0,1.0,0.0,MAP001,Ferrick Mol,22,theodolite,clear,2160,False,none,0.0,0.7,"Solid ground, safe for building"
OBS0253,1852-06-21,1852,6,summer,60.64,75.48,0.783,0.807,0.0235,MAP001,Ferrick Mol,22,theodolite,overcast,2010,False,none,0.0,0.63,"Solid ground, safe for building"
OBS0254,1852-06-14,1852,6,summer,31.64,42.49,0.339,0.376,0.0366,MAP004,The Pickbox Man,35,theodolite,fog,760,True,E,1.1,0.38,"Soft ground, footprints sink deep; visibility poor; boundary appears to have shifted since last survey"
OBS0255,1852-06-23,1852,6,summer,47.5,59.64,0.0,0.049,0.0493,MAP004,The Pickbox Man,35,theodolite,overcast,215,False,none,0.0,0.68,"Ground feels unsafe, densmuck visible"
OBS0256,1852-06-15,1852,6,summer,46.89,72.32,0.675,0.612,-0.0628,MAP003,Corra Venst,15,theodolite,rain,30,False,none,0.0,0.37,Mostly firm ground with soft patches; rain affecting measurements
OBS0257,1852-07-16,1852,7,summer,60.13,66.21,0.171,0.196,0.0255,MAP011,Old Tunney,40,theodolite,clear,1795,True,S,1.1,0.95,"Ground feels unsafe, densmuck visible; boundary appears to have shifted since last survey"
OBS0258,1852-07-23,1852,7,summer,51.95,22.37,0.668,0.718,0.0505,MAP015,Missus Hollow,28,theodolite,overcast,1155,True,N,1.8,0.66,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0259,1852-08-04,1852,8,summer,47.86,59.78,0.0,0.005,0.0046,MAP011,Old Tunney,40,theodolite,clear,425,False,none,0.0,0.88,"Ground feels unsafe, densmuck visible"
OBS0260,1852-08-26,1852,8,summer,31.97,75.42,0.915,0.894,-0.0215,MAP011,Old Tunney,40,theodolite,overcast,515,True,N,1.5,0.78,"Solid ground, safe for building; boundary appears to have shifted since last survey"
OBS0261,1852-08-28,1852,8,summer,13.5,51.75,1.0,1.0,0.0,MAP013,Karvo the Silent,6,pacing,clear,910,False,none,0.0,0.56,"Solid ground, safe for building"
OBS0262,1852-09-21,1852,9,autumn,16.2,66.48,1.0,1.0,0.0,MAP015,Missus Hollow,28,theodolite,overcast,395,False,none,0.0,0.57,"Solid ground, safe for building"
OBS0263,1852-09-03,1852,9,autumn,16.29,66.46,1.0,0.779,-0.2212,MAP012,Grit-Eye Salla,10,measuring_rod,clear,0,False,none,0.0,0.68,Mostly firm ground with soft patches
OBS0264,1852-09-12,1852,9,autumn,71.58,34.13,0.901,0.806,-0.095,MAP015,Missus Hollow,28,theodolite,overcast,305,False,none,0.0,0.68,"Solid ground, safe for building"
OBS0265,1852-09-12,1852,9,autumn,42.87,89.27,1.0,1.0,0.0,MAP009,Marga Denside,18,theodolite,clear,820,False,none,0.0,0.71,"Solid ground, safe for building"
OBS0266,1852-09-02,1852,9,autumn,45.66,66.3,0.219,0.243,0.0245,MAP003,Corra Venst,15,theodolite,clear,1155,True,S,2.6,0.69,"Soft ground, footprints sink deep; boundary appears to have shifted since last survey"
OBS0267,1852-09-04,1852,9,autumn,41.89,31.56,0.287,0.281,-0.0051,MAP015,Missus Hollow,28,theodolite,rain,120,True,N,1.5,0.37,"Soft ground, footprints sink deep; rain affecting measurements; boundary appears to have shifted since last survey"
OBS0268,1852-10-28,1852,10,autumn,71.2,34.11,0.891,0.865,-0.0264,MAP011,Old Tunney,40,theodolite,rain,2495,False,none,0.0,0.56,"Solid ground, safe for building; rain affecting measurements"
OBS0269,1852-10-03,1852,10,autumn,14.65,56.27,1.0,0.936,-0.064,MAP009,Marga Denside,18,theodolite,rain,1460,False,none,0.0,0.34,"Solid ground, safe for building; rain affecting measurements"
OBS0270,1852-10-21,1852,10,autumn,13.33,51.76,1.0,0.961,-0.0391,MAP004,The Pickbox Man,35,theodolite,clear,60,False,none,0.0,0.77,"Solid ground, safe for building"
OBS0271,1852-11-27,1852,11,autumn,42.16,65.37,0.144,0.222,0.0784,MAP005,Ulla Grent,8,measuring_rod,rain,425,True,S,1.4,0.24,"Soft ground, footprints sink deep; rain affecting measurements; boundary appears to have shifted since last survey"
OBS0272,1852-12-03,1852,12,winter,77.3,51.26,0.632,0.711,0.0791,MAP015,Missus Hollow,28,theodolite,overcast,2220,True,W,3.6,0.57,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
