sale_id,creature_id,creature_name,category,danger_rating,rarity_rating,condition,year,week,seller_reputation,buyer_type,destination,quantity,price_per_unit,total_price
SALE-00808,CR012,Tunnel Eel,fish,3,4,damaged,1852,45,0.581,senator,Private Collection,1,41.02,41.02
SALE-01914,CR005,Marsh Stalker,reptile,6,5,good,1852,45,0.878,unknown,Senate Zoological,1,117.88,117.88
SALE-00915,CR014,Densmuck Crawler,arthropod,4,5,pristine,1852,46,0.655,senator,Private Collection,1,71.94,71.94
SALE-01214,CR011,Cave Moth,insect,0,2,good,1852,46,0.877,scholar,Scholar Study,1,11.79,11.79
SALE-01804,CR001,Leatherback Burrower,bird,3,4,fair,1852,46,0.728,trader,Miasto Market,1,17.88,17.88
SALE-00237,CR012,Tunnel Eel,fish,3,4,damaged,1852,47,0.709,trader,Miasto Market,1,18.68,18.68
SALE-00373,CR013,Quarry Toad,amphibian,2,3,damaged,1852,47,0.899,archivist,Capital Archives,1,18.27,18.27
SALE-00566,CR001,Leatherback Burrower,bird,3,4,good,1852,47,0.66,scholar,Scholar Study,1,50.85,50.85
SALE-01329,CR008,Wharver,mammal,8,6,fair,1852,47,0.456,display,Capital Display,1,113.93,113.93
SALE-00462,CR012,Tunnel Eel,fish,3,4,good,1852,48,0.934,unknown,Capital Archives,1,74.4,74.4
SALE-00497,CR013,Quarry Toad,amphibian,2,3,good,1852,48,0.561,scholar,Scholar Study,2,35.18,70.36
SALE-00843,CR003,Granite Wren,bird,1,2,partial,1852,48,0.476,scholar,Scholar Study,2,2.7,5.4
SALE-01364,CR012,Tunnel Eel,fish,3,4,damaged,1852,48,0.775,senator,Private Collection,1,21.58,21.58
SALE-00159,CR010,Grimslew,mammal,7,7,good,1852,49,0.844,trader,Miasto Market,1,274.47,274.47
SALE-00374,CR001,Leatherback Burrower,bird,3,4,fair,1852,49,0.838,display,Capital Display,1,32.07,32.07
SALE-00994,CR006,Glass Beetle,insect,2,6,fair,1852,49,0.721,trader,Miasto Market,2,97.8,195.6
SALE-01275,CR003,Granite Wren,bird,1,2,fair,1852,49,0.245,senator,Senate Zoological,1,20.35,20.35
SALE-01316,CR007,Yeller Bird,bird,0,3,fair,1852,49,0.808,trader,Miasto Market,3,23.86,71.58
SALE-00677,CR005,Marsh Stalker,reptile,6,5,good,1852,50,0.596,display,Capital Display,1,304.79,304.79
SALE-01099,CR003,Granite Wren,bird,1,2,fair,1852,50,0.573,scholar,Scholar Study,4,19.42,77.68
SALE-01385,CR005,Marsh Stalker,reptile,6,5,fair,1852,50,0.976,display,Capital Display,1,136.31,136.31
SALE-01816,CR012,Tunnel Eel,fish,3,4,pristine,1852,50,0.589,archivist,Capital Archives,1,67.1,67.1
SALE-01865,CR011,Cave Moth,insect,0,2,pristine,1852,50,0.82,archivist,Capital Archives,3,14.58,43.74
SALE-00369,CR011,Cave Moth,insect,0,2,fair,1852,52,0.731,unknown,Senate Zoological,1,8.53,8.53
SALE-00952,CR012,Tunnel Eel,fish,3,4,good,1852,52,0.878,collector,Unknown,1,41.24,41.24
SALE-01200,CR013,Quarry Toad,amphibian,2,3,fair,1852,52,0.846,trader,Miasto Market,1,20.11,20.11
SALE-01308,CR006,Glass Beetle,insect,2,6,fair,1852,52,0.867,scholar,Scholar Study,1,83.08,83.08
SALE-00071,CR005,Marsh Stalker,reptile,6,5,pristine,1853,1,0.329,display,Capital Display,1,95.7,95.7
SALE-00567,CR004,Swamp Hornet,insect,4,1,damaged,1853,1,0.841,trader,Miasto Market,1,2.25,2.25
SALE-01233,CR011,Cave Moth,insect,0,2,good,1853,1,0.667,scholar,Scholar Study,3,9.69,29.07
SALE-01285,CR010,Grimslew,mammal,7,7,pristine,1853,1,0.908,display,Capital Display,1,548.96,548.96
SALE-00110,CR009,Stakdur,reptile,9,8,damaged,1853,2,0.837,unknown,Senate Zoological,1,90.07,90.07
SALE-01322,CR008,Wharver,mammal,8,6,good,1853,2,0.833,display,Capital Display,1,77.35,77.35
SALE-01593,CR010,Grimslew,mammal,7,7,pristine,1853,2,0.819,archivist,Capital Archives,1,158.63,158.63
SALE-01767,CR014,Densmuck Crawler,arthropod,4,5,fair,1853,2,0.62,display,Capital Display,1,49.17,49.17
SALE-00599,CR003,Granite Wren,bird,1,2,pristine,1853,3,0.791,senator,Private Collection,2,47.96,95.92
SALE-01018,CR001,Leatherback Burrower,bird,3,4,fair,1853,3,0.554,collector,Capital Display,1,34.16,34.16
SALE-01035,CR004,Swamp Hornet,insect,4,1,fair,1853,3,0.67,archivist,Capital Archives,2,1.93,3.86
SALE-00318,CR004,Swamp Hornet,insect,4,1,good,1853,4,0.838,collector,Scholar Study,2,2.5,5.0
SALE-00606,CR012,Tunnel Eel,fish,3,4,good,1853,4,0.491,trader,Miasto Market,2,18.96,37.92
SALE-01301,CR008,Wharver,mammal,8,6,fair,1853,4,0.59,archivist,Capital Archives,2,57.84,115.68
SALE-00637,CR001,Leatherback Burrower,bird,3,4,fair,1853,6,0.649,archivist,Capital Archives,1,59.88,59.88
SALE-01217,CR006,Glass Beetle,insect,2,6,fair,1853,6,0.706,senator,Private Collection,1,108.87,108.87
SALE-01681,CR004,Swamp Hornet,insect,4,1,good,1853,7,0.724,scholar,Scholar Study,1,5.94,5.94
SALE-00559,CR011,Cave Moth,insect,0,2,fair,1853,8,0.858,collector,Unknown,4,7.83,31.32
SALE-01634,CR013,Quarry Toad,amphibian,2,3,fair,1853,8,0.548,unknown,Unknown,1,26.78,26.78
SALE-01437,CR005,Marsh Stalker,reptile,6,5,damaged,1853,9,0.317,archivist,Capital Archives,1,31.45,31.45
SALE-01752,CR013,Quarry Toad,amphibian,2,3,pristine,1853,9,0.74,senator,Senate Zoological,2,43.26,86.52
SALE-01846,CR004,Swamp Hornet,insect,4,1,damaged,1853,9,0.909,unknown,Private Collection,5,1.68,8.4
SALE-00328,CR006,Glass Beetle,insect,2,6,good,1853,10,0.871,archivist,Capital Archives,1,188.15,188.15
SALE-00549,CR012,Tunnel Eel,fish,3,4,partial,1853,10,0.805,collector,Capital Archives,1,5.56,5.56
SALE-00580,CR007,Yeller Bird,bird,0,3,fair,1853,10,0.596,senator,Senate Zoological,3,41.34,124.02
SALE-00604,CR003,Granite Wren,bird,1,2,fair,1853,10,0.876,trader,Miasto Market,2,18.33,36.66
SALE-00772,CR010,Grimslew,mammal,7,7,good,1853,10,0.713,collector,Scholar Study,1,412.81,412.81
SALE-01199,CR011,Cave Moth,insect,0,2,pristine,1853,10,0.921,archivist,Capital Archives,4,9.8,39.2
SALE-01248,CR001,Leatherback Burrower,bird,3,4,fair,1853,10,0.766,senator,Private Collection,1,29.08,29.08
SALE-01319,CR003,Granite Wren,bird,1,2,pristine,1853,10,0.811,collector,Miasto Market,1,38.28,38.28
SALE-01650,CR014,Densmuck Crawler,arthropod,4,5,good,1853,10,0.757,senator,Senate Zoological,2,29.44,58.88
SALE-01655,CR004,Swamp Hornet,insect,4,1,partial,1853,10,0.94,trader,Miasto Market,3,1.0,3.0
SALE-00148,CR014,Densmuck Crawler,arthropod,4,5,partial,1853,11,0.763,display,Capital Display,1,12.16,12.16
SALE-01569,CR006,Glass Beetle,insect,2,6,fair,1853,11,0.732,unknown,Scholar Study,1,141.91,141.91
SALE-01646,CR012,Tunnel Eel,fish,3,4,pristine,1853,11,0.604,senator,Private Collection,1,32.52,32.52
SALE-01926,CR007,Yeller Bird,bird,0,3,good,1853,11,0.665,collector,Capital Archives,1,15.52,15.52
SALE-00150,CR007,Yeller Bird,bird,0,3,good,1853,12,0.785,trader,Miasto Market,1,40.9,40.9
SALE-00260,CR004,Swamp Hornet,insect,4,1,fair,1853,12,0.829,unknown,Capital Archives,1,1.49,1.49
SALE-00058,CR007,Yeller Bird,bird,0,3,pristine,1853,13,0.55,senator,Private Collection,2,22.05,44.1
SALE-00619,CR011,Cave Moth,insect,0,2,good,1853,13,0.857,collector,Unknown,2,12.06,24.12
SALE-00699,CR008,Wharver,mammal,8,6,fair,1853,13,0.642,trader,Miasto Market,1,260.5,260.5
SALE-01148,CR011,Cave Moth,insect,0,2,fair,1853,13,0.829,archivist,Capital Archives,5,4.38,21.9
SALE-00900,CR001,Leatherback Burrower,bird,3,4,pristine,1853,14,0.945,unknown,Capital Archives,1,69.03,69.03
SALE-01103,CR003,Granite Wren,bird,1,2,fair,1853,14,0.614,scholar,Scholar Study,1,11.78,11.78
SALE-00123,CR005,Marsh Stalker,reptile,6,5,fair,1853,15,0.301,collector,Senate Zoological,2,67.51,135.02
SALE-00287,CR003,Granite Wren,bird,1,2,partial,1853,15,0.657,collector,Capital Archives,1,2.53,2.53
SALE-01063,CR003,Granite Wren,bird,1,2,fair,1853,15,0.774,unknown,Capital Display,1,22.83,22.83
SALE-01619,CR001,Leatherback Burrower,bird,3,4,damaged,1853,15,0.77,display,Capital Display,1,27.98,27.98
SALE-01870,CR011,Cave Moth,insect,0,2,fair,1853,15,0.856,unknown,Capital Archives,4,5.89,23.56
SALE-00117,CR014,Densmuck Crawler,arthropod,4,5,damaged,1853,16,0.85,senator,Senate Zoological,1,82.36,82.36
SALE-01596,CR003,Granite Wren,bird,1,2,fair,1853,16,0.897,archivist,Capital Archives,2,19.21,38.42
SALE-00590,CR001,Leatherback Burrower,bird,3,4,partial,1853,17,0.869,unknown,Capital Archives,1,6.23,6.23
SALE-01268,CR012,Tunnel Eel,fish,3,4,fair,1853,17,0.693,senator,Senate Zoological,2,34.14,68.28
SALE-00565,CR006,Glass Beetle,insect,2,6,fair,1853,18,0.61,senator,Senate Zoological,1,33.86,33.86
SALE-00949,CR001,Leatherback Burrower,bird,3,4,good,1853,18,0.789,senator,Private Collection,1,41.89,41.89
SALE-01325,CR002,Stone Spine Lizard,reptile,5,7,damaged,1853,18,0.843,collector,Capital Display,1,216.26,216.26
SALE-01537,CR003,Granite Wren,bird,1,2,fair,1853,18,0.831,scholar,Scholar Study,3,17.53,52.59
SALE-01705,CR005,Marsh Stalker,reptile,6,5,fair,1853,18,0.431,unknown,Capital Display,1,53.22,53.22
SALE-00503,CR010,Grimslew,mammal,7,7,fair,1853,19,0.934,display,Capital Display,1,145.45,145.45
SALE-00594,CR014,Densmuck Crawler,arthropod,4,5,partial,1853,19,0.809,collector,Unknown,1,19.59,19.59
SALE-00455,CR003,Granite Wren,bird,1,2,fair,1853,20,0.832,unknown,Unknown,1,14.22,14.22
SALE-01264,CR007,Yeller Bird,bird,0,3,good,1853,20,0.656,archivist,Capital Archives,1,49.34,49.34
SALE-00335,CR010,Grimslew,mammal,7,7,fair,1853,21,0.473,unknown,Scholar Study,1,80.37,80.37
SALE-01091,CR003,Granite Wren,bird,1,2,fair,1853,21,0.755,display,Capital Display,2,16.11,32.22
SALE-01562,CR011,Cave Moth,insect,0,2,partial,1853,21,0.366,senator,Senate Zoological,1,2.33,2.33
SALE-01139,CR001,Leatherback Burrower,bird,3,4,fair,1853,22,0.883,collector,Capital Archives,1,55.48,55.48
SALE-01272,CR013,Quarry Toad,amphibian,2,3,fair,1853,22,0.528,scholar,Scholar Study,1,18.28,18.28
SALE-01453,CR007,Yeller Bird,bird,0,3,damaged,1853,22,0.726,trader,Miasto Market,5,11.81,59.05
SALE-01676,CR014,Densmuck Crawler,arthropod,4,5,good,1853,22,0.94,archivist,Capital Archives,1,80.72,80.72
SALE-01718,CR013,Quarry Toad,amphibian,2,3,damaged,1853,22,0.708,collector,Unknown,2,11.09,22.18
SALE-00238,CR014,Densmuck Crawler,arthropod,4,5,fair,1853,23,0.877,trader,Miasto Market,1,37.33,37.33
SALE-00336,CR011,Cave Moth,insect,0,2,damaged,1853,23,0.878,unknown,Capital Display,1,8.3,8.3
SALE-01330,CR001,Leatherback Burrower,bird,3,4,good,1853,23,0.958,archivist,Capital Archives,1,32.91,32.91
SALE-01749,CR011,Cave Moth,insect,0,2,fair,1853,23,0.793,collector,Capital Archives,2,10.51,21.02
SALE-01886,CR004,Swamp Hornet,insect,4,1,damaged,1853,23,0.256,senator,Private Collection,3,1.87,5.61
SALE-01901,CR001,Leatherback Burrower,bird,3,4,damaged,1853,23,0.815,archivist,Capital Archives,1,15.8,15.8
SALE-00231,CR012,Tunnel Eel,fish,3,4,damaged,1853,24,0.813,scholar,Scholar Study,1,23.84,23.84
SALE-00244,CR011,Cave Moth,insect,0,2,damaged,1853,24,0.674,archivist,Capital Archives,2,4.73,9.46
SALE-00333,CR007,Yeller Bird,bird,0,3,fair,1853,24,0.614,archivist,Capital Archives,1,27.82,27.82
SALE-00387,CR001,Leatherback Burrower,bird,3,4,partial,1853,24,0.891,collector,Capital Archives,1,5.07,5.07
SALE-00448,CR010,Grimslew,mammal,7,7,good,1853,24,0.811,trader,Miasto Market,1,268.84,268.84
SALE-00756,CR002,Stone Spine Lizard,reptile,5,7,damaged,1853,24,0.944,archivist,Capital Archives,1,90.74,90.74
SALE-01518,CR001,Leatherback Burrower,bird,3,4,good,1853,24,0.924,collector,Unknown,2,27.55,55.1
SALE-01991,CR012,Tunnel Eel,fish,3,4,good,1853,24,0.496,unknown,Miasto Market,1,64.3,64.3
SALE-00343,CR011,Cave Moth,insect,0,2,damaged,1853,25,0.654,scholar,Scholar Study,3,5.25,15.75
SALE-00437,CR013,Quarry Toad,amphibian,2,3,good,1853,25,0.757,collector,Scholar Study,3,17.86,53.58
SALE-00633,CR006,Glass Beetle,insect,2,6,good,1853,25,0.283,unknown,Private Collection,2,82.61,165.22
SALE-01087,CR004,Swamp Hornet,insect,4,1,fair,1853,25,0.937,display,Capital Display,1,2.57,2.57
SALE-01917,CR002,Stone Spine Lizard,reptile,5,7,good,1853,25,0.725,trader,Miasto Market,1,133.92,133.92
SALE-01388,CR004,Swamp Hornet,insect,4,1,good,1853,26,0.68,scholar,Scholar Study,1,5.37,5.37
SALE-00692,CR004,Swamp Hornet,insect,4,1,fair,1853,27,0.654,scholar,Scholar Study,2,1.61,3.22
SALE-01627,CR003,Granite Wren,bird,1,2,pristine,1853,27,0.503,display,Capital Display,1,28.97,28.97
SALE-01693,CR004,Swamp Hornet,insect,4,1,good,1853,27,0.923,archivist,Capital Archives,2,1.6,3.2
SALE-01649,CR005,Marsh Stalker,reptile,6,5,damaged,1853,28,0.743,scholar,Scholar Study,1,90.02,90.02
SALE-00142,CR010,Grimslew,mammal,7,7,fair,1853,29,0.622,unknown,Senate Zoological,1,481.92,481.92
SALE-00644,CR003,Granite Wren,bird,1,2,pristine,1853,29,0.732,collector,Scholar Study,1,26.83,26.83
SALE-01679,CR007,Yeller Bird,bird,0,3,damaged,1853,29,0.548,display,Capital Display,1,21.25,21.25
SALE-01777,CR014,Densmuck Crawler,arthropod,4,5,fair,1853,29,0.764,trader,Miasto Market,1,32.0,32.0
SALE-00011,CR013,Quarry Toad,amphibian,2,3,good,1853,30,0.825,unknown,Private Collection,1,13.02,13.02
SALE-00835,CR011,Cave Moth,insect,0,2,pristine,1853,30,0.61,unknown,Scholar Study,3,8.18,24.54
SALE-01668,CR014,Densmuck Crawler,arthropod,4,5,good,1853,30,0.507,display,Capital Display,1,30.98,30.98
SALE-00421,CR010,Grimslew,mammal,7,7,damaged,1853,31,0.503,archivist,Capital Archives,2,80.91,161.82
SALE-00512,CR010,Grimslew,mammal,7,7,damaged,1853,31,0.771,scholar,Scholar Study,1,149.3,149.3
SALE-01458,CR014,Densmuck Crawler,arthropod,4,5,fair,1853,31,0.68,trader,Miasto Market,1,41.78,41.78
SALE-01669,CR001,Leatherback Burrower,bird,3,4,damaged,1853,32,0.928,collector,Capital Archives,1,19.28,19.28
SALE-00104,CR008,Wharver,mammal,8,6,pristine,1853,33,0.578,scholar,Scholar Study,1,211.11,211.11
SALE-00507,CR006,Glass Beetle,insect,2,6,good,1853,33,0.786,archivist,Capital Archives,1,101.48,101.48
SALE-01648,CR013,Quarry Toad,amphibian,2,3,partial,1853,33,0.759,collector,Private Collection,1,5.52,5.52
SALE-01867,CR013,Quarry Toad,amphibian,2,3,fair,1853,34,0.838,archivist,Capital Archives,5,24.32,121.6
SALE-00038,CR005,Marsh Stalker,reptile,6,5,pristine,1853,36,0.918,trader,Miasto Market,1,50.25,50.25
SALE-00463,CR002,Stone Spine Lizard,reptile,5,7,good,1853,36,0.92,senator,Private Collection,1,216.9,216.9
SALE-01082,CR007,Yeller Bird,bird,0,3,good,1853,36,0.805,archivist,Capital Archives,5,61.62,308.1
SALE-01210,CR006,Glass Beetle,insect,2,6,damaged,1853,36,0.923,display,Capital Display,1,75.27,75.27
SALE-01578,CR003,Granite Wren,bird,1,2,good,1853,36,0.901,display,Capital Display,1,26.54,26.54
SALE-01671,CR008,Wharver,mammal,8,6,fair,1853,36,0.937,scholar,Scholar Study,2,196.24,392.48
SALE-00441,CR001,Leatherback Burrower,bird,3,4,good,1853,37,0.786,unknown,Private Collection,1,32.73,32.73
SALE-01943,CR010,Grimslew,mammal,7,7,fair,1853,37,0.588,archivist,Capital Archives,1,507.67,507.67
SALE-00751,CR003,Granite Wren,bird,1,2,damaged,1853,38,0.567,collector,Private Collection,3,5.7,17.1
SALE-01096,CR013,Quarry Toad,amphibian,2,3,good,1853,38,0.397,display,Capital Display,2,17.35,34.7
SALE-01933,CR010,Grimslew,mammal,7,7,damaged,1853,38,0.459,display,Capital Display,1,153.0,153.0
SALE-00322,CR001,Leatherback Burrower,bird,3,4,pristine,1853,39,0.661,display,Capital Display,1,41.65,41.65
SALE-00723,CR003,Granite Wren,bird,1,2,fair,1853,39,0.393,senator,Private Collection,1,18.39,18.39
SALE-01707,CR012,Tunnel Eel,fish,3,4,damaged,1853,39,0.757,archivist,Capital Archives,2,7.87,15.74
SALE-00131,CR010,Grimslew,mammal,7,7,fair,1853,40,0.845,archivist,Capital Archives,1,148.95,148.95
SALE-01496,CR011,Cave Moth,insect,0,2,damaged,1853,40,0.788,trader,Miasto Market,3,2.18,6.54
SALE-01068,CR011,Cave Moth,insect,0,2,damaged,1853,41,0.763,archivist,Capital Archives,1,3.0,3.0
SALE-01357,CR003,Granite Wren,bird,1,2,fair,1853,41,0.598,trader,Miasto Market,4,8.39,33.56
SALE-01630,CR004,Swamp Hornet,insect,4,1,damaged,1853,41,0.651,scholar,Scholar Study,2,1.53,3.06
SALE-01810,CR015,Golden Amalgam Snail,mollusk,0,9,fair,1853,41,0.868,collector,Unknown,1,547.69,547.69
SALE-01871,CR006,Glass Beetle,insect,2,6,damaged,1853,41,0.439,unknown,Private Collection,1,34.33,34.33
SALE-01989,CR011,Cave Moth,insect,0,2,good,1853,41,0.785,display,Capital Display,2,6.99,13.98
SALE-00622,CR014,Densmuck Crawler,arthropod,4,5,fair,1853,43,0.817,display,Capital Display,1,59.79,59.79
SALE-01144,CR011,Cave Moth,insect,0,2,pristine,1853,43,0.849,scholar,Scholar Study,2,12.57,25.14
SALE-01352,CR010,Grimslew,mammal,7,7,damaged,1853,43,0.943,senator,Senate Zoological,1,52.89,52.89
SALE-02000,CR002,Stone Spine Lizard,reptile,5,7,good,1853,43,0.478,scholar,Scholar Study,1,169.22,169.22
SALE-01454,CR012,Tunnel Eel,fish,3,4,partial,1853,44,0.581,trader,Miasto Market,1,6.5,6.5
SALE-01645,CR004,Swamp Hornet,insect,4,1,fair,1853,44,0.833,unknown,Miasto Market,1,1.71,1.71
SALE-01814,CR012,Tunnel Eel,fish,3,4,fair,1853,44,0.607,collector,Senate Zoological,1,18.89,18.89
SALE-00685,CR013,Quarry Toad,amphibian,2,3,damaged,1853,45,0.827,collector,Senate Zoological,2,8.07,16.14
SALE-00241,CR011,Cave Moth,insect,0,2,damaged,1853,47,0.53,collector,Capital Archives,2,7.53,15.06
SALE-01511,CR012,Tunnel Eel,fish,3,4,good,1853,47,0.819,archivist,Capital Archives,1,46.36,46.36
SALE-01841,CR012,Tunnel Eel,fish,3,4,pristine,1853,47,0.865,senator,Senate Zoological,1,132.86,132.86
SALE-01955,CR004,Swamp Hornet,insect,4,1,partial,1853,47,0.239,scholar,Scholar Study,3,1.0,3.0
SALE-00746,CR011,Cave Moth,insect,0,2,fair,1853,48,0.785,unknown,Unknown,1,17.03,17.03
SALE-01156,CR012,Tunnel Eel,fish,3,4,damaged,1853,48,0.65,scholar,Scholar Study,1,9.84,9.84
SALE-01168,CR011,Cave Moth,insect,0,2,damaged,1853,48,0.922,senator,Private Collection,1,6.6,6.6
SALE-01997,CR004,Swamp Hornet,insect,4,1,partial,1853,48,0.914,collector,Miasto Market,3,1.01,3.03
SALE-00160,CR009,Stakdur,reptile,9,8,damaged,1853,49,0.463,display,Capital Display,1,185.03,185.03
SALE-00380,CR004,Swamp Hornet,insect,4,1,pristine,1853,49,0.57,unknown,Private Collection,1,2.82,2.82
SALE-00922,CR003,Granite Wren,bird,1,2,damaged,1853,49,0.771,scholar,Scholar Study,2,8.79,17.58
SALE-00116,CR014,Densmuck Crawler,arthropod,4,5,pristine,1853,50,0.813,senator,Senate Zoological,1,117.1,117.1
SALE-00508,CR013,Quarry Toad,amphibian,2,3,fair,1853,50,0.45,unknown,Scholar Study,2,18.56,37.12
SALE-01226,CR006,Glass Beetle,insect,2,6,good,1853,50,0.898,display,Capital Display,1,153.32,153.32
SALE-01929,CR012,Tunnel Eel,fish,3,4,good,1853,50,0.966,scholar,Scholar Study,1,29.21,29.21
SALE-00649,CR006,Glass Beetle,insect,2,6,damaged,1853,51,0.958,trader,Miasto Market,2,90.0,180.0
SALE-00815,CR013,Quarry Toad,amphibian,2,3,fair,1853,51,0.623,scholar,Scholar Study,1,13.41,13.41
SALE-01112,CR003,Granite Wren,bird,1,2,partial,1853,51,0.823,collector,Senate Zoological,3,2.73,8.19
SALE-01474,CR005,Marsh Stalker,reptile,6,5,good,1853,51,0.75,unknown,Capital Archives,1,98.09,98.09
SALE-01784,CR006,Glass Beetle,insect,2,6,fair,1853,51,0.897,archivist,Capital Archives,1,135.15,135.15
SALE-01866,CR003,Granite Wren,bird,1,2,fair,1853,51,0.69,trader,Miasto Market,2,13.13,26.26
SALE-01889,CR007,Yeller Bird,bird,0,3,fair,1853,51,0.78,collector,Unknown,4,59.2,236.8
SALE-00427,CR014,Densmuck Crawler,arthropod,4,5,good,1853,52,0.503,archivist,Capital Archives,2,37.73,75.46
SALE-00652,CR006,Glass Beetle,insect,2,6,fair,1853,52,0.699,trader,Miasto Market,1,40.01,40.01
SALE-01304,CR004,Swamp Hornet,insect,4,1,good,1853,52,0.62,senator,Private Collection,3,3.23,9.69
SALE-01702,CR003,Granite Wren,bird,1,2,damaged,1853,52,0.659,display,Capital Display,2,7.93,15.86
SALE-01751,CR008,Wharver,mammal,8,6,pristine,1853,52,0.753,scholar,Scholar Study,1,207.71,207.71
SALE-00697,CR013,Quarry Toad,amphibian,2,3,fair,1854,1,0.43,display,Capital Display,2,14.04,28.08
SALE-01039,CR003,Granite Wren,bird,1,2,fair,1854,1,0.883,scholar,Scholar Study,2,9.86,19.72
SALE-01426,CR003,Granite Wren,bird,1,2,good,1854,1,0.632,unknown,Unknown,1,27.36,27.36
SALE-01802,CR012,Tunnel Eel,fish,3,4,good,1854,1,0.942,collector,Unknown,1,20.61,20.61
SALE-00002,CR011,Cave Moth,insect,0,2,partial,1854,2,0.801,senator,Private Collection,5,1.67,8.35
SALE-01045,CR004,Swamp Hornet,insect,4,1,fair,1854,2,0.819,collector,Capital Display,4,2.18,8.72
SALE-01147,CR005,Marsh Stalker,reptile,6,5,damaged,1854,2,0.789,senator,Private Collection,1,71.21,71.21
SALE-01343,CR010,Grimslew,mammal,7,7,good,1854,2,0.481,archivist,Capital Archives,2,292.16,584.32
SALE-01530,CR004,Swamp Hornet,insect,4,1,pristine,1854,2,0.668,trader,Miasto Market,2,3.94,7.88
SALE-00453,CR013,Quarry Toad,amphibian,2,3,damaged,1854,3,0.597,unknown,Capital Display,2,13.52,27.04
SALE-00667,CR013,Quarry Toad,amphibian,2,3,damaged,1854,3,0.666,scholar,Scholar Study,5,7.36,36.8
SALE-00996,CR006,Glass Beetle,insect,2,6,fair,1854,3,0.472,unknown,Unknown,1,71.8,71.8
SALE-01923,CR012,Tunnel Eel,fish,3,4,fair,1854,3,0.746,unknown,Unknown,1,74.73,74.73
SALE-00157,CR005,Marsh Stalker,reptile,6,5,fair,1854,4,0.75,senator,Private Collection,1,71.83,71.83
SALE-01833,CR003,Granite Wren,bird,1,2,pristine,1854,4,0.8,trader,Miasto Market,2,33.05,66.1
SALE-00666,CR002,Stone Spine Lizard,reptile,5,7,pristine,1854,5,0.659,display,Capital Display,1,182.82,182.82
SALE-01130,CR005,Marsh Stalker,reptile,6,5,good,1854,5,0.979,scholar,Scholar Study,1,35.54,35.54
SALE-01283,CR004,Swamp Hornet,insect,4,1,fair,1854,5,0.796,senator,Senate Zoological,1,3.25,3.25
SALE-00040,CR012,Tunnel Eel,fish,3,4,partial,1854,6,0.754,trader,Miasto Market,2,11.03,22.06
SALE-00758,CR004,Swamp Hornet,insect,4,1,fair,1854,6,0.647,scholar,Scholar Study,1,4.17,4.17
SALE-00789,CR003,Granite Wren,bird,1,2,good,1854,6,0.761,scholar,Scholar Study,3,15.22,45.66
SALE-01659,CR007,Yeller Bird,bird,0,3,partial,1854,6,0.855,senator,Private Collection,2,11.68,23.36
SALE-00083,CR004,Swamp Hornet,insect,4,1,partial,1854,7,0.58,senator,Senate Zoological,1,1.0,1.0
SALE-01143,CR004,Swamp Hornet,insect,4,1,pristine,1854,7,0.713,display,Capital Display,3,2.7,8.1
SALE-01260,CR015,Golden Amalgam Snail,mollusk,0,9,fair,1854,7,0.708,senator,Private Collection,1,1464.17,1464.17
SALE-01335,CR014,Densmuck Crawler,arthropod,4,5,good,1854,7,0.758,archivist,Capital Archives,1,75.12,75.12
SALE-01363,CR008,Wharver,mammal,8,6,pristine,1854,7,0.848,display,Capital Display,2,342.88,685.76
SALE-01480,CR001,Leatherback Burrower,bird,3,4,good,1854,7,0.634,collector,Capital Display,1,34.24,34.24
SALE-01988,CR012,Tunnel Eel,fish,3,4,fair,1854,7,0.537,collector,Private Collection,1,28.39,28.39
SALE-00101,CR012,Tunnel Eel,fish,3,4,damaged,1854,8,0.812,scholar,Scholar Study,1,13.17,13.17
SALE-00181,CR003,Granite Wren,bird,1,2,fair,1854,8,0.703,unknown,Scholar Study,5,12.28,61.4
SALE-00878,CR011,Cave Moth,insect,0,2,fair,1854,8,0.744,scholar,Scholar Study,4,8.89,35.56
SALE-01183,CR004,Swamp Hornet,insect,4,1,good,1854,8,0.66,unknown,Senate Zoological,1,4.28,4.28
SALE-01832,CR006,Glass Beetle,insect,2,6,pristine,1854,8,0.435,display,Capital Display,1,109.7,109.7
SALE-01930,CR003,Granite Wren,bird,1,2,partial,1854,8,0.317,trader,Miasto Market,1,1.9,1.9
SALE-01706,CR010,Grimslew,mammal,7,7,fair,1854,9,0.801,display,Capital Display,1,152.78,152.78
SALE-00414,CR006,Glass Beetle,insect,2,6,partial,1854,10,0.433,senator,Private Collection,1,15.81,15.81
SALE-00428,CR004,Swamp Hornet,insect,4,1,fair,1854,10,0.536,display,Capital Display,1,3.16,3.16
SALE-00510,CR011,Cave Moth,insect,0,2,damaged,1854,10,0.347,trader,Miasto Market,5,1.0,5.0
SALE-01884,CR007,Yeller Bird,bird,0,3,good,1854,10,0.838,display,Capital Display,3,89.4,268.2
SALE-00965,CR003,Granite Wren,bird,1,2,partial,1854,11,0.714,senator,Private Collection,5,3.44,17.2
SALE-01212,CR001,Leatherback Burrower,bird,3,4,partial,1854,11,0.498,unknown,Capital Archives,1,5.0,5.0
SALE-01452,CR011,Cave Moth,insect,0,2,partial,1854,11,0.553,trader,Miasto Market,2,1.01,2.02
SALE-01598,CR011,Cave Moth,insect,0,2,fair,1854,11,0.815,unknown,Unknown,1,4.89,4.89
